Record_Year,Primary diagnosis: summary code and description,Unnamed: 1,Finished consultant episodes,Admissions,Male,Female,Gender Unknown,Emergency,Waiting list,Planned,Other Admission Method,Mean time waited,Median time waited,Mean length of stay,Median length of stay,Mean age,Age 0,Age 1-4,Age 5-9,Age 10-14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85-89,Age 90+,Day case,FCE bed days,Emergency.1,Elective,Other
2016-17,C00-C14,Malignant neoplasm of lip-oral cavity and pharynx,27066.0,24327.0,19170.0,7896,-,2509,12164,9541,113,19.668011257035648,13.0,6.807918009752872,2.0,60.413844329742666,2,34,26,120,12,96,10,25,38,102,125,277,345,997,2026,3536,4381,4328,4374,2765,1557,899,474,187,12634,80984.0,380,872,4
2016-17,C15-C26,Malignant neoplasm of digestive organs,305109.0,258332.0,184924.0,120182,3,29413,97517,130249,1153,16.767998165792022,11.0,9.357378405675416,6.0,67.06396651934472,130,341,132,36,20,27,15,41,78,326,646,2385,3915,5293,10987,20007,30895,38256,51498,50392,41468,26853,12821,5045,185765,726961.0,3406,7800,51
2016-17,C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,122055.0,99897.0,67522.0,54531,2,16160,33257,49807,673,15.432113901522643,8.0,8.769490637684955,5.0,68.14008565776626,115,56,90,47,22,24,34,20,22,118,168,294,533,1182,3205,6558,10590,16174,23935,23613,18051,9898,4448,1621,68499,306506.0,2167,2884,30
2016-17,C40-C41,Malignant neoplasm of bone and articular cartilage,8021.0,7501.0,4446.0,3575,-,593,2278,4572,58,20.091298145506418,12.0,6.7959442332065905,4.0,30.029597503121103,39,194,663,1505,331,282,427,353,246,612,481,317,276,255,231,199,289,294,275,273,209,135,92,32,3630,26757.0,140,218,5
2016-17,C43-C44,Malignant neoplasms of skin,152353.0,151261.0,89443.0,62899,11,1163,143278,6731,89,48.97810324715426,30.0,3.50716694772344,1.0,72.71229492711679,5,20,37,24,9,7,14,22,20,220,610,964,1523,2486,4234,6147,7857,10271,17210,22589,24792,24848,17925,10190,142079,32259.0,345,2144,15
2016-17,C45-C49,Malignant neoplasms of mesothelial and soft tissue,24294.0,21549.0,12807.0,11487,-,2715,7125,11572,137,17.90692124105012,11.0,6.9745207762828905,4.0,59.217644658815395,280,1008,514,468,116,149,88,144,141,364,368,411,355,509,690,881,1333,2207,3551,4181,3158,1852,884,294,13856,55874.0,415,563,5
2016-17,C50,Malignant neoplasm of breast,207043.0,203454.0,1222.0,205821,-,4302,74968,124012,172,20.421973748176956,15.0,2.599432722641892,1.0,58.28958074413546,-,1,-,-,-,1,3,1,21,272,1625,4386,8303,14452,25218,29556,27199,25123,28038,19787,11937,6416,2679,966,169800,85801.0,1455,7722,19
2016-17, ‡ C51-C58,Malignant neoplasms of female genital organs,75471.0,70457.0,14.0,75455,2,5494,28919,35838,206,18.784487630972567,13.0,5.417953047113684,2.0,63.07927733993443,36,25,26,96,22,21,56,34,51,266,996,1437,1652,2516,4314,6419,8490,9661,12527,11019,8203,4488,1847,533,46739,128946.0,973,3084,8
2016-17, ‡ C60-C63,Malignant neoplasms of male genital organs,82436.0,77225.0,82418.0,8,10,5161,39169,32603,292,35.17684841153259,22.0,4.406375700161648,2.0,67.91483878847093,10,61,68,54,1,22,45,148,92,709,967,1120,855,693,1085,2752,5839,9303,16797,16757,12591,7031,3699,1181,52230,110409.0,874,2833,12
2016-17,C64-C68,Malignant neoplasms of urinary tract,98296.0,89792.0,71986.0,26310,-,5476,50485,33582,249,31.491548042704625,25.0,4.325845036207575,2.0,69.72265846621421,110,1665,787,148,32,18,14,3,10,54,96,198,441,1020,2187,3632,5588,8515,14219,17573,17096,13547,7697,2743,48531,178113.0,697,5571,17
2016-17,C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",26496.0,20698.0,14923.0,11571,2,4914,5798,9312,674,26.004236390595214,13.0,9.542642845103657,4.0,38.58247012500479,531,4039,2999,1553,252,196,82,72,114,380,481,638,818,906,1346,1697,1946,1916,2013,1768,1147,653,418,194,10113,108877.0,699,391,19
2016-17,"C73-C80, C97",Malignant neoplsm. of thyroid and oth. endo. Glands etc,205299.0,173929.0,78644.0,126654,1,29528,53653,89558,1190,22.817142717282227,13.0,7.260973988701248,4.0,63.89450157879205,248,1931,1186,475,77,79,122,183,138,677,1398,2374,3834,5550,11304,16520,20029,24448,31720,31262,23697,15756,7469,2843,114808,460214.0,3652,4959,67
2016-17,C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",414561.0,393919.0,244191.0,170324,46,20587,82400,289607,1325,24.4765625,6.0,9.733728666473821,4.0,61.296339132622386,409,9012,9804,6453,1337,1384,1506,1346,1309,5500,5446,5906,7439,8702,14239,23216,30067,42058,59485,65390,53705,36636,15639,3430,343797,513007.0,5400,10757,130
2016-17,D00-D48,In situ & benign neoplasms and others of uncertainty,424106.0,408342.0,206162.0,217923,21,14215,281714,110388,2025,45.26122951770366,26.0,3.638268962531865,1.0,59.571608751465426,3100,2662,2535,3627,933,956,1009,928,987,6793,11391,13492,15765,20119,28814,31074,38152,37789,49575,52237,43355,31291,17885,6192,330076,293884.0,3616,11313,289
2016-17,D50-D64,Anaemias,304348.0,269417.0,134098.0,170245,5,56360,125379,86858,820,23.864611126597904,14.0,3.392576967089934,1.0,59.5844006358614,756,4343,5708,6432,1145,1187,1250,1510,1643,8744,9080,9195,11089,12837,17282,17220,16565,19589,26929,29847,33616,31778,22870,11652,201469,235568.0,18324,5611,344
2016-17,D65-D89,Diseases of the blood and blood-forming organs,94615.0,88140.0,52106.0,42505,4,15929,18635,53195,381,42.54947029890276,11.0,3.9652338519783923,1.0,50.99621533888472,1017,4585,4116,3060,477,511,451,497,389,2418,3108,3150,3490,3753,5447,6846,7650,7846,9496,8836,7589,4762,2748,946,67645,83056.0,5365,1966,66
2016-17,E00-E07,Disorders of thyroid gland,18163.0,16350.0,3843.0,14320,-,2725,11500,2002,123,70.97523771790809,44.0,3.2223579718998168,1.0,50.49184570258455,461,117,143,231,60,51,54,84,60,492,811,1191,1367,1446,1959,1910,1610,1284,1389,1090,818,657,461,323,5389,32972.0,1087,805,8
2016-17,E10-E14,Diabetes Mellitus,83046.0,52192.0,45645.0,37398,3,45663,4105,1753,671,36.77681438664098,20.0,5.682981624071123,2.0,50.483703181155896,21,821,1650,3068,731,859,987,1313,1476,5960,4195,3820,3323,4050,5079,6328,5911,5320,5531,5377,5749,5569,3633,1589,4225,284516.0,8068,261,16
2016-17,E15-E90,Endocrine nutritional and metabolic diseases,263985.0,209203.0,129368.0,134604,13,78295,47023,82429,1456,59.11921445101569,27.0,5.544623434100967,2.0,57.043614716911634,2615,5723,6250,5383,1298,1180,1423,1133,1202,6239,7438,8644,9092,10957,15462,19036,20637,21411,24280,22537,22005,20874,16301,10742,106724,581371.0,17078,5213,127
2016-17,F00-F03,Dementia,23799.0,10721.0,10370.0,13429,-,8985,397,753,586,469.4415584415584,34.0,39.41221943446125,15.0,82.84479687897549,-,-,-,-,-,-,-,-,-,1,-,2,4,19,52,89,129,318,898,1865,3598,5551,6278,4778,83,518439.0,941,16,4
2016-17,F04-F09,Other organic including symptomatic mental disorders,33851.0,16654.0,14305.0,19545,1,15241,247,808,358,77.73170731707317,18.0,17.816856049097648,8.0,79.89160398197069,1,11,23,62,19,12,28,16,17,136,163,237,238,216,417,503,682,755,1421,2470,4245,6877,7966,6986,611,293439.0,1073,12,2
2016-17,F10-F19,Mental and behavioural disorders due to psychoactive subst.,72782.0,49162.0,51580.0,21193,9,45768,1138,1762,494,38.05893909626719,14.0,5.904921426555002,1.0,45.61512983241154,6,8,7,606,440,339,409,552,688,3137,4527,6322,8097,8843,9790,8753,6847,4743,3576,2134,1094,566,236,242,240,308025.0,14421,60,31
2016-17,F20-F29,"Schizophrenia, schizotypal and delusional disorders",40072.0,26885.0,24863.0,15202,7,19259,1381,4447,1798,105.26875,21.0,100.11837757776006,29.0,42.05394201296417,-,1,14,112,76,159,199,358,460,3790,4919,5153,4604,4102,4046,3459,2536,1689,1366,1013,754,486,327,179,53,2485419.0,1589,32,15
2016-17,F30-F39,Mood [affective] disorders,31869.0,23984.0,13681.0,18179,9,18625,1182,2820,1357,108.01342281879195,25.0,39.60613961312027,18.0,49.91783884819399,2,-,1,277,272,277,298,248,315,1725,2232,2357,2335,2371,2957,3052,2598,2262,2336,1891,1604,1258,706,298,177,959013.0,2894,42,17
2016-17,F40-F69,"Neurotic, behavioural & personality disorders",40958.0,33613.0,14176.0,26480,302,24734,4139,3361,1379,90.17931835786212,44.0,21.49660736062037,4.0,40.43375178147269,11,66,159,1376,699,652,734,923,904,4566,4474,3906,3135,3136,3130,2649,1935,1336,1285,1337,1102,941,712,406,2409,713391.0,6581,157,52
2016-17,F70-F79,Mental retardation,975.0,687.0,597.0,378,-,340,91,180,76,27.93103448275862,6.0,356.32272069464545,53.0,34.81069958847737,-,2,19,18,5,14,13,41,25,161,130,135,77,74,69,69,46,21,17,26,7,2,1,-,52,153629.0,21,7,-
2016-17,F80-F99,Other mental and behavioural disorders,8811.0,7643.0,5070.0,3738,3,3441,1753,2159,290,40.60504201680672,28.0,43.334151472650774,9.0,34.43169839645172,69,1024,704,593,166,199,217,164,143,662,604,558,462,375,450,351,294,216,258,263,276,261,279,205,1552,316718.0,825,130,8
2016-17,G00-G09,Inflammatory diseases of the central nervous system,12644.0,7197.0,6405.0,6239,-,4896,750,893,658,24.453510436432637,13.0,16.757462126893657,8.0,44.07543573894189,913,473,511,479,118,85,101,74,112,448,567,556,601,678,726,957,910,901,810,874,663,492,269,139,1245,109024.0,370,63,33
2016-17,"G10-G14, G30-G32",Other degenerative diseases (incl. Alzheimer).,20856.0,10923.0,10195.0,10660,1,6426,1913,2070,514,55.62017804154303,23.0,38.8581408728528,15.0,72.53686391274972,122,202,201,148,18,17,17,27,16,78,92,121,144,224,397,604,820,1131,1871,2420,3246,3810,3196,1800,1806,435107.0,598,90,8
2016-17,G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,22026.0,14106.0,12125.0,9901,-,5816,5062,2873,355,80.68055908513342,34.0,15.005228051198847,5.0,65.69554469018419,277,297,237,230,41,48,57,51,59,194,203,306,336,529,715,1079,1215,1665,2427,2872,3347,3101,1892,706,5223,150345.0,945,159,6
2016-17,G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,57699.0,54392.0,17103.0,40596,-,2999,12531,38466,396,64.96636744464392,27.0,11.683429642355145,3.0,42.49135090251452,3,53,44,164,72,67,122,159,180,2343,4720,7330,8607,8839,9231,7202,4076,1908,1246,605,365,109,43,18,48768,68154.0,597,558,175
2016-17,G40-G47,"Epilepsy, migraine & other episodic disorders",159831.0,126805.0,75579.0,84249,3,81379,34064,10556,806,52.80430955796062,35.0,2.494416061205104,1.0,47.21871139896708,1585,9166,7682,4932,1036,940,1033,1020,1150,7170,8148,8435,8321,9343,11506,11758,10020,8574,9239,8971,8489,8793,7004,4638,19702,277321.0,27617,1468,116
2016-17,"G50-G73,  G90-G99",Other diseases & disorders of the nervous syst.,164126.0,147019.0,74773.0,89342,11,21741,94330,29207,1741,65.60431759261503,48.0,8.64184338348537,2.0,55.37225262480104,743,1322,1540,1958,440,493,422,438,511,3831,5495,6628,8299,10375,14168,17212,16677,14600,15911,14340,12387,8859,4865,1546,108823,341497.0,5686,3097,121
2016-17,G80-G83,Cerebral palsy & other paralytic syndromes,15040.0,12822.0,8336.0,6704,-,4011,4628,3793,390,91.77431421446384,63.0,14.376529160739688,2.0,38.28397213809812,28,942,1979,1660,300,251,234,207,168,578,535,537,480,555,730,811,712,686,744,701,727,593,405,296,5855,94674.0,886,532,12
2016-17,"H00-H06, H15-H22, H30-H36, H43-H59",Other disorders of the eye etc,257798.0,253364.0,125134.0,132654,10,25498,163204,64171,491,62.122965616937684,39.0,1.7402083889927866,1.0,62.403108755813975,1281,6631,6358,3976,806,825,699,703,730,4437,5341,5595,5609,6543,9324,13031,15467,18546,25072,28899,30898,30990,23342,11812,216457,65435.0,12668,2886,120
2016-17,H10-H13,Disorders of conjunctiva (including conjunctivitis),6277.0,6081.0,3206.0,3071,-,1667,4251,141,22,68.62729790984639,51.0,1.2447623914154318,0.0,45.837820845341035,517,439,175,189,33,15,10,16,13,100,168,251,312,423,459,424,404,418,463,392,407,316,192,110,4179,2294.0,1023,118,6
2016-17,H25-H28,Disorders of lens (including cataracts),434027.0,430206.0,182892.0,251063,72,561,423453,4299,1893,70.07289319775577,57.0,1.4812891674127127,1.0,74.63301284334082,35,163,182,139,30,37,33,31,38,241,373,556,900,1928,4444,9328,16516,28749,52291,73564,90474,84769,50626,16995,426363,8075.0,431,1636,42
2016-17,H40-H42,Glaucoma,23866.0,23713.0,11843.0,12023,-,1140,21528,1035,10,54.72850567959264,42.0,1.5514881970578174,1.0,67.73822797556352,30,87,71,101,13,13,26,16,21,108,141,205,311,505,924,1383,1675,2221,3289,3869,3617,2981,1606,522,20841,4468.0,528,361,-
2016-17,H60-H95,Diseases of the ear and mastoid process,89391.0,83700.0,45156.0,44230,5,24073,57133,2276,218,87.37516546550964,69.0,1.8757314238384055,1.0,33.24571667583675,1764,14771,14475,5663,702,678,569,544,472,2725,3369,3263,3301,3351,4048,4340,4144,3774,4236,3714,3225,2838,2031,1060,48177,67473.0,10190,2986,32
2016-17,I00-I09,Rheumatic heart disease,12865.0,9107.0,6061.0,6803,1,1589,6380,544,594,55.671793985482196,37.0,11.956240369799692,8.0,70.95545853238312,2,18,42,55,8,9,20,6,7,39,82,132,224,219,371,469,667,883,1326,1769,2321,2135,1360,605,3401,73698.0,157,141,26
2016-17,I10-I15,Hypertensive diseases,22822.0,17372.0,9932.0,12890,-,14678,1772,722,200,51.03207412687099,29.0,2.6332584528540983,1.0,62.04353563034897,70,96,102,129,58,67,24,20,9,159,339,581,915,1334,1977,2010,1908,1772,2086,2071,2066,2169,1706,883,1858,40026.0,7037,155,23
2016-17,I20-I25,Ischaemic heart diseases,396331.0,268206.0,263513.0,132803,15,138461,105898,6871,16976,50.460597688072646,38.0,4.940785220726609,3.0,68.86943182719287,23,17,8,7,3,7,8,9,16,156,412,1029,2709,7374,16602,28873,39415,45419,54402,55864,53044,44157,28022,15880,79651,987390.0,18843,5746,4666
2016-17,I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,62378.0,36130.0,28372.0,34006,-,27688,3887,4191,364,57.745472186287195,34.0,5.950654277545635,3.0,65.88250707211287,95,100,95,123,50,42,56,58,78,681,1104,1275,1574,2075,3171,3974,4431,5189,7516,8184,7902,6846,4672,2501,5753,202641.0,7004,471,30
2016-17,I30-I52,Other forms of heart disease,480516.0,299117.0,267760.0,212740,16,185048,90171,17022,6876,65.50612290063196,44.0,6.446332397499934,2.0,71.88552780931005,791,755,772,1286,397,411,464,534,606,3423,4204,4818,5809,7967,12417,19080,25508,32208,48270,59025,67406,73794,63181,43459,65709,1616900.0,33991,6469,871
2016-17,I60-I69,Cerebrovascular diseases,205693.0,110206.0,103758.0,101922,13,92545,5967,2029,9665,31.122285948381812,11.0,16.019376787299084,6.0,73.51688846246692,163,203,138,163,59,40,67,65,105,437,845,1163,1833,3272,6267,8945,11417,13463,18623,23720,28725,32356,28876,22036,1662,1894505.0,5029,585,60
2016-17,I70-I79,"Diseases of arteries, arterioles & capillaries",84458.0,65734.0,53498.0,30959,1,21410,34686,7876,1762,44.73425949528422,29.0,8.611430887717876,4.0,68.86981653428394,61,102,138,137,32,32,46,39,41,346,526,690,1171,1705,2706,4466,6275,8232,11634,12813,12626,10271,6336,3171,19112,419745.0,2902,3509,63
2016-17,I80-I89,Diseases of veins & lymphatic system nec.,106962.0,91851.0,52957.0,53995,10,36844,46988,7612,407,77.99627695693914,59.0,3.0774012783469047,0.0,56.28749014190759,150,1145,1990,1704,300,245,250,219,287,1741,3105,4819,6020,7006,8250,9001,9201,8906,10479,9419,7964,6342,4737,2775,49540,135167.0,21576,2188,47
2016-17,I95-I99,Other & unspecified disorders of the circulatory system,46833.0,27899.0,25250.0,21583,-,23067,2477,2075,280,60.95981524249422,35.0,5.423822812533117,2.0,75.06089773194982,12,15,22,63,18,19,27,25,17,143,183,271,554,769,1328,1614,2030,2460,3430,4311,6304,8629,8347,5572,4109,145529.0,4596,83,9
2016-17,J00-J06,Acute upper respiratory infections,154652.0,147112.0,75633.0,79009,10,115354,29914,1308,536,85.78875142207053,70.0,0.7950981684016339,0.0,14.168374924670308,24554,52220,16654,6969,1329,1655,1992,2788,2849,10130,7632,5737,4149,2792,2368,1964,1704,1347,1392,1122,972,862,678,468,20511,100495.0,64214,2027,156
2016-17,J09-J18,Influenza & pneumonia,585168.0,277706.0,289995.0,295163,10,269313,2724,2042,3627,101.4052757793765,8.0,9.479310789597038,5.0,72.76912214502644,2204,8449,3165,1350,250,402,515,651,680,4088,5128,6414,7451,9087,12806,17401,22363,30310,47262,60841,76531,90093,89853,81608,2252,2868380.0,20382,308,84
2016-17,J20-J22,Other acute lower respiratory infections,233914.0,170993.0,116738.0,117168,8,165036,1849,1980,2128,72.7445109780439,8.0,3.405761024182077,1.0,45.97925250161427,49712,26181,5614,2261,391,404,413,459,488,2674,2999,3086,3255,3615,4846,6196,6675,8157,11173,13562,16755,21230,21742,20562,1889,598316.0,53059,442,168
2016-17,J30-J39,Other diseases of upper respiratory tract,114688.0,111117.0,64274.0,50412,2,16720,88042,6080,275,81.59359786515368,61.0,1.5815097502867732,1.0,36.39841731036698,736,8830,8774,4954,875,1076,1289,1666,1760,8297,8806,8724,8105,7604,7938,7866,6828,5725,5279,4014,2582,1576,734,275,66854,70029.0,4442,5563,44
2016-17,J40-J47,Chronic lower respiratory diseases,374701.0,226915.0,163454.0,211242,5,204196,11072,10055,1592,40.92416844675007,14.0,4.474281809341078,2.0,62.17539013513293,163,8771,11146,7118,1208,1122,1064,1260,1142,6306,6337,6230,7016,8905,13272,16936,22081,29638,42586,49963,49613,39760,26494,13207,15639,983745.0,37995,845,116
2016-17,J60-J70,Lung diseases due to external agents,61334.0,24941.0,35384.0,25948,2,23248,762,535,396,156.37213740458014,15.0,14.186518899912093,8.0,74.38649792592346,152,214,112,84,30,30,92,69,102,522,548,646,616,977,1336,2017,2472,3188,4609,6074,7845,9543,9940,9773,820,413899.0,915,24,14
2016-17,J80-J99,Other diseases of the respiratory system,127274.0,76976.0,71505.0,55760,9,46251,19075,9543,2107,21.77784872995601,9.0,7.797955163680705,4.0,64.23532313724323,945,1863,707,579,263,284,407,407,449,2404,2661,2600,2662,3415,4869,6646,8333,10368,14369,15692,15871,14564,9985,5653,17436,485127.0,7484,1501,81
2016-17,K00-K14,"Diseases of oral cavity, salivary glands & jaws",275939.0,272239.0,123112.0,152776,51,17285,239049,15641,264,64.50135614244587,50.0,1.7519884743524328,1.0,34.244172182350134,389,10755,32149,21480,4936,3963,3384,3105,3034,22265,28219,21962,16940,14654,15231,15419,13308,11248,10681,8384,6003,4268,2417,991,239818,57783.0,5387,4764,48
2016-17,K20-K31,"Diseases of oesophagus, stomach & duodenum",487862.0,428213.0,243245.0,244585,32,61293,307379,58930,611,29.60237180745185,21.0,3.9646398605208675,1.0,58.42570394720734,7684,2935,2389,2365,593,692,961,1084,1349,9510,14216,16501,19567,24948,33919,41844,45105,47098,55653,51104,43673,33914,20241,8315,356344,328122.0,24247,2341,47
2016-17,K35-K38,Diseases of appendix,54808.0,45366.0,29180.0,25627,1,43636,1268,220,242,58.16957364341085,39.0,3.351365679871066,2.0,33.48765036746513,5,610,3312,5471,1056,1175,1243,1245,1317,6418,5788,4868,3973,3173,3058,2810,2303,1746,1682,1197,926,635,378,174,464,155505.0,1091,120,2
2016-17,K40-K46,Hernia,217084.0,205863.0,138073.0,79001,10,25474,173787,6140,462,64.31000811131216,45.0,2.9913828792223125,1.0,57.32437232600875,3630,2931,2011,564,103,128,219,287,322,3203,5845,7942,9735,12121,16725,19529,20064,20949,24733,22779,18362,13785,7352,2884,142578,195518.0,6161,5920,33
2016-17,K50-K52,Noninfective enteritis & colitis,236931.0,211241.0,117070.0,119853,8,23265,102793,84504,679,53.07194260936684,25.0,6.334597464514032,4.0,43.50195466151747,172,455,1501,6183,2182,2591,2985,3145,3542,20253,23973,23614,19619,18304,19340,18490,15976,13818,13207,10858,7546,4759,2521,1123,177762,223270.0,3314,3176,479
2016-17,K55-K63,Other diseases of intestines,648388.0,579796.0,314023.0,334332,33,148247,374581,55707,1261,38.193480270775545,24.0,5.039041737257173,2.0,58.70475966477159,3336,4761,5240,4488,798,900,1072,1344,1607,12916,19243,24443,28583,32165,41407,50833,78159,55261,65760,64920,55555,45556,30149,16320,407449,907011.0,35376,4964,144
2016-17,K65-K67,Diseases of peritoneum,14443.0,9090.0,6688.0,7754,1,5736,2949,268,137,70.23008507347255,49.0,9.628463177835663,5.0,56.03274949183431,37,92,94,128,29,58,50,59,49,427,537,678,815,895,1152,1219,1246,1181,1485,1269,1111,848,549,259,1537,79377.0,484,216,3
2016-17,K70-K77,Diseases of liver,81375.0,44791.0,48907.0,32468,-,22853,12802,8549,587,29.157243816254418,20.0,10.21823037822004,6.0,56.479535679127665,88,180,182,300,77,84,76,95,58,588,1178,2210,3802,5795,9118,10703,11133,10011,9057,6203,4388,2323,1152,433,16247,326702.0,2643,1543,12
2016-17,K80-K87,"Disorders of gall bladder, biliary tract & pancreas",286892.0,213475.0,114558.0,172323,11,109485,94668,8118,1204,70.3189345343706,50.0,5.372729633155702,3.0,58.70285815495715,74,154,258,543,198,303,413,600,873,7804,12770,14853,15524,17306,21972,24224,22867,21738,26565,25612,24142,21344,15752,8809,62892,845308.0,11925,5280,73
2016-17,K90-K93,Other diseases of the digestive system,179751.0,137800.0,91796.0,87953,2,63654,67241,6363,542,28.589547381288796,22.0,4.485341755749919,2.0,58.2764189433806,3037,1870,1445,1261,300,474,673,759,851,5570,6909,7480,8057,9055,11263,13366,12759,12082,14159,14621,15503,15345,12662,8936,69692,282997.0,13467,720,48
2016-17,L00-L14  L55-L99,Other infections and disorders of the skin,382803.0,312356.0,199072.0,183715,16,157818,139689,12776,2073,53.533313315317116,34.0,4.908911386771987,1.0,55.32654550281765,2669,6615,5046,6210,1655,2019,2123,2380,2905,16735,18824,18504,18969,19706,23171,25775,24888,23966,29133,29821,29321,29376,24109,16496,138722,872646.0,52924,5666,202
2016-17,L20-L30,Dermatitis and eczema,16251.0,14170.0,8093.0,8157,1,8199,4071,1820,80,44.766352098926134,27.0,2.2680279419666847,1.0,37.67894488091589,2046,1759,906,672,108,102,92,128,94,717,540,558,563,596,762,827,870,803,936,834,775,632,526,319,5313,20274.0,3901,150,36
2016-17,L40-L45,Papulosquamous disorders (including Psoriasis),12900.0,12142.0,6111.0,6787,2,1111,4959,5652,420,105.89733840304183,38.0,6.987306843267108,3.0,52.073382132834425,20,72,47,140,34,21,28,32,79,306,580,681,811,928,1502,1652,1677,1159,1025,842,603,401,121,67,10056,12469.0,313,142,48
2016-17,L50-L54,Urticaria and erythems,9570.0,8456.0,4142.0,5427,1,5318,1217,1886,35,37.375545851528386,28.0,1.7877473099618189,0.0,33.77278323881539,477,1461,752,388,80,69,66,99,100,432,489,482,535,600,649,571,450,389,367,345,270,218,173,60,2953,9844.0,3069,80,7
2016-17,M00-M25,Arthropathies,673677.0,642308.0,273423.0,400184,70,67635,492267,80621,1785,89.66862997574465,67.0,3.6814248984852114,3.0,59.53223587025864,354,3781,5788,8782,2231,2281,2370,2335,2367,13814,17437,17703,20482,27457,41857,57563,64867,69796,83088,77780,63181,45226,26121,14335,334024,1140117.0,23605,22220,208
2016-17,M30-M36,Systemic connective tissue disorders,29943.0,26684.0,8875.0,21066,2,4250,8323,13854,257,76.18720675633406,18.0,6.252094136418029,2.0,49.18937571227458,151,785,1027,1328,333,293,252,156,159,854,1177,1556,1596,1834,2180,2450,2235,2214,2668,2334,1986,1434,611,221,20042,43252.0,1415,649,38
2016-17,M40-M54,Dorsopathies,377589.0,350614.0,150194.0,227358,37,70691,228385,49580,1958,99.66799299697597,62.0,3.7671632826707153,1.0,57.64552543826702,111,914,1041,2659,865,752,755,721,773,5408,10144,15222,20748,27405,35943,38792,35661,32851,35699,35345,30555,23115,13585,6335,233134,460286.0,26135,6870,272
2016-17,M60-M79,Soft tissue disorders,263771.0,250253.0,120116.0,143624,31,82526,153753,13361,613,78.46578356533453,60.0,1.6827799213810843,0.0,56.20296179323568,391,3584,2975,2504,526,542,605,627,738,5216,7816,9478,11759,15801,23596,28997,27435,24748,26579,23031,17727,13316,9138,5547,141028,185357.0,57002,6773,131
2016-17,M80-M94,Osteopathies and chondropathies,93045.0,78382.0,36812.0,56229,4,18499,35957,23115,811,71.24092617851558,43.0,9.09043734043734,3.0,60.17170875594001,128,707,1237,2784,520,477,447,381,343,2303,2585,2763,2720,3380,4497,5643,6470,7319,9044,9539,9746,9369,6719,3262,45286,316305.0,5063,2653,27
2016-17,M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,12720.0,9560.0,4817.0,7901,2,4825,3713,515,507,111.41317926296065,71.0,17.29363336992316,11.0,69.88157077264091,18,14,24,73,12,28,46,47,51,210,214,222,289,331,513,580,649,646,934,1107,1313,1977,1821,1513,2317,127302.0,152,252,2
2016-17,"N00-N08, N10-N16",Diseases of the kidney,102845.0,74115.0,43398.0,59444,3,50537,15437,7362,779,50.92259970457903,29.0,3.914652020074911,2.0,49.05068924970357,645,1861,2232,1761,448,673,938,1141,1408,7185,6848,6347,5650,5563,6988,7223,7120,6835,7941,7276,6314,5254,3031,1371,12488,254796.0,8715,2518,54
2016-17,N17-N19,Renal failure,154212.0,89032.0,86134.0,68077,1,55967,19671,11440,1954,34.832985794343806,20.0,9.145979594400323,4.0,69.31463113123951,138,977,664,900,214,407,239,190,141,1186,1835,2409,2749,3705,5492,7359,8954,10565,14204,17179,19505,21569,18843,12931,20833,642346.0,6262,1965,102
2016-17,N20-N23,Urolithiasis,94796.0,86960.0,61995.0,32795,6,31943,43216,11499,302,62.62235664284495,43.0,1.5171404682274248,1.0,51.96355310447134,34,109,154,167,73,139,200,325,366,3277,5232,6805,7300,8004,9486,10252,9615,8426,8590,6645,4559,2939,1324,359,34255,81056.0,13125,4968,59
2016-17,N25-N29,Other disorders of kidney & ureter,7740.0,6500.0,4194.0,3544,2,1644,3751,1039,66,42.58706022659511,25.0,3.9737397420867526,1.0,55.58463861386139,150,195,141,148,21,35,29,25,14,156,210,221,261,341,502,633,613,634,957,842,668,516,276,88,2593,16037.0,451,566,6
2016-17,N30-N39,Other diseases of the urinary system,444515.0,298992.0,190029.0,254475,11,182081,91390,22741,2780,66.92250185402263,41.0,6.878559932673078,3.0,67.71616080541699,6575,5327,5328,3760,790,940,1061,1156,1466,8113,8300,7989,8240,10650,14492,16955,18868,22182,32528,40945,50990,62272,62219,50711,86525,1569212.0,30844,7165,133
2016-17, ‡ N40-N51,Diseases of male genital organs,127741.0,120825.0,127695.0,44,2,34668,82085,3671,401,78.25382528908673,59.0,1.7984151054150566,1.0,48.79775073511366,662,4139,6571,6757,1117,1267,1366,1415,1322,6591,5676,4624,4292,4361,5588,6884,8199,9417,12358,11744,9596,7021,3788,1416,61440,108483.0,16509,3829,147
2016-17,N60-N64,Disorders of breast,18446.0,17718.0,1151.0,17293,2,5126,11769,742,81,49.946377132727676,28.0,1.3829624920534012,1.0,45.67017416585156,95,21,30,148,63,97,84,156,167,1022,1452,1675,1632,1835,2576,2315,1403,1013,1003,693,461,257,124,80,10029,10631.0,2689,639,58
